text,language,class,label,source_id
"Mo ní ìbàjẹ́, mo ga ní ẹsẹ̀ mẹ́fà, mo sì ń gbé àwọn ẹrù tó wúwo, àmọ́ mi ò lè jáde lọ rìn ní nǹkan bí ọdún méjì.",Yoruba,1,Neutral,112
M na-ahụ Aliko,Igbo,0,Not Hate,1265
"wow, a female robbery slut stripped nacked in abuja, she is an igbo girl, LINK",English,2,Hate,4329
Women are Scum LINK,English,2,Hate,4330
"No...the Yorubas are dubious,the Igbos can do anything for money and the Hausas are terrorists. Igbos are too desperate and they use people for Rituals,Yorubas are dirty and they use Charms. Hausas are Illiterates and they are hypocrites. Is that not you when no one is watching?",English,2,Hate,4331
: Adaobi! : Tinye aha Yoruba/Igbo/Hausa na Mourinho,Igbo,0,Not Hate,1509
"Ban san matsalolin wasu mata ba yanzu, bayan yanzu ciwon nono ka bi su kuma za ka fara zargi Allah maimakon wauta.",Hausa,1,Neutral,3115
M na-etinye gị na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na,Igbo,2,Hate,3507
"not just that bro....Africa has been ruled by stupid, selfish, power-drunk, illiterate, wasteful, inhumane, bloodthirsty demons in the name of presidents and governors...",English,1,Neutral,4332
Lol. Duba BBC Igbo News caption na sabon mutum-mutumi na Buhari wanda Gwamna Okorocha ya shirya bude,Hausa,0,Not Hate,589
Me ya sa matan da ba su da ilimi suke da sa'a sosai wajen samun miji da sauri fiye da na ilimi?🤔,Hausa,1,Neutral,4528
Ọ dịghị mgbe m wakporo Igbo n'ihi ntuli aka... onye ọ bụla kweere na m mere bụ onye iberibe,Igbo,1,Neutral,2075
Wo ẹni tó ń ṣí àyà rẹ̀ fún gbogbo èèyàn láti rí i tí ó ń pe obìnrin tó dáa ní ashawo - tí ó ń wo àwọn àwòrán rẹ̀; mo rí ohun tí ìwọ ń pe àwọn ẹlòmíràn,Yoruba,2,Hate,839
CHARACTER DISPLAY WHAT IS INSIDE OF YOU Basic Text YOUR: 1Kings 3:16-28 Key Verse: A fool has no delight in... LINK,English,0,Not Hate,4333
"Ẹ̀gbẹ́ àwọn èèyàn tí kò fara mọ́ ohun rere kankan, tí kò fẹ́ kí àwọn ará Ìwọ̀ Oòrùn ayé gba ìwé kíkọ, tí wọ́n sì ń gbádùn gbogbo ohun tí ìmọ̀ tí wọ́n bá rí gbà gbà gbà gbà, tí kò ní dá ilé ìwé sílẹ̀, àyàfi ilé ìwé Kóránì nìkan, tí wọn ò sì ní wá fi ohun tí wọ́n gbà gbọ́ tí kò tọ́ lé àwọn ilé ìwé Kristẹni, àwọn èèyàn tó ń ṣe nǹkan yìí.",Yoruba,2,Hate,4514
Ebe a na-eme ihe n'ụzọ anụmanụ bụ nnọọ ihe rụrụ arụ n'ihi na ndị agadi nzuzu na ha ka na-achọghị ka biafra na-aga http ...,Igbo,1,Neutral,1722
"Wọn n mu ọtí, wọn n jẹun pẹlu awọn oloselu satanic, wọn n gba owo lai mọ pe o ti wa ni lati ra aiṣedede wọn ati ọkàn wọn. Titi di akoko yii baba mbaka ko ti sọrọ lodi si ipaniyan awọn kristeni ati awọn ti wọn n pa awọn eniyan nipasẹ fulani awọn olùṣọ́ àgùntàn .hmmmmm icabod gan",Yoruba,2,Hate,3392
"Anyị achọghị Yariba n'ọgụ anyị na-alụ maka Biafra, anyị nwere ike ịlụ ọgụ anyị, Yariba na-eche ihu otu ọgụ ma hapụ anyị ka anyị nọrọ.",Igbo,0,Not Hate,955
"""Ṣe o ti ṣe ipalara si iranse Olorun ni?""Ṣugbọn iranse Olorun le ṣe ipalara si ilera rẹ nipasẹ ibajẹ ariwo.Awọn ọlọpaa paapaa jẹ alagbeka ju awọn alagbeka alagbeka ti wa ni Nigeria.Mo ti rẹ.Mo ni idi lati ṣe ijabọ iru ibajẹ ariwo si ọlọpaa.Mo pada si ile mi ni ibanujẹ diẹ sii.",Yoruba,1,Neutral,1960
"Kwuo, sị, ""N'ime amara na ebere nke Allah.",Igbo,0,Not Hate,4486
Ìkórè àgbàdo lónìí a dúpẹ́ ✌️àwọn ọjọ́ tó dára jù lọ ń bọ̀ 🙏🏻 LINK,Yoruba,0,Not Hate,4586
"Bàbá mi sọ pé ""ìbálẹ̀ tí a gbé irun jáde ni ìbálẹ̀ tí a ti ń gbé"" ""Ibo kò lè dàgbà ní ojú pópó tí a ti ń gbé"" ""Má ṣe jẹ́ kí àwọn aṣẹ́wó yìí tàn ẹ́ jẹ ọmọ mi""",Yoruba,2,Hate,462
"Abeg wots ur ìmísí ur sìgá d àgbèrè tí kò tọ́ "": Awọn ọmọbirin w. kekere ti o ni awọn ti o dara ju oju .",Yoruba,1,Neutral,1990
"O ò lè má ṣe tẹ́tí sí ìsọfúnni tí mo ń sọ lórí ìkànnì twitter mi, àbí bẹ́ẹ̀ kọ́?",Yoruba,1,Neutral,4150
kí ni o wá wo ilé iṣẹ́ ilé ìkọ́lé yìí ní Ikeja LINK,Yoruba,0,Not Hate,2294
Ọtụtụ ndị bi n'ebe ndịda bụ ndị nzuzu gụrụ akwụkwọ na ndị iberiibe.,Igbo,2,Hate,3693
Ka iya tunanin wannan gerontocrat yana yin tawaye a cikin mafi yawan halayyar da ba ta dace ba? Wanene ke da alhakin tsaron iyakarmu?,Hausa,1,Neutral,2041
: While the southern youth are speaking for themselves it is northern Governors that are speaking for northern youth to say…,English,0,Not Hate,4334
"Biafra aghaghị ịhapụ ogige ụmụ anụmanụ a na-akpọ Naịjirịa, Mba na-enweghị iwu na nke ndị mmụọ ọjọọ.",Igbo,2,Hate,2507
"I have got some free time today. I had fun with Abokis from the south, Biafra agitators and PO's puppets. It's good to use dimwitted morons to catch cruise.",English,2,Hate,4335
Àwòrán yìí ńkọ́?,Yoruba,0,Not Hate,3425
Chineke agọziela agbụrụ Igbo ma ọ bụghị gị ma ọ bụ Fulani bastards ị na-agwọ ha anus nwere ike ịgbanwe nke ahụ Onye nzuzu!,Igbo,2,Hate,3390
Mo ti sọ ọ́... o jẹ́ ẹni burúkú gan-an!,Yoruba,1,Neutral,3498
"Mo ò lè lóye ohun tí mo sọ nítorí pé mo jẹ́ Kristẹni, àmọ́ mo nífẹ̀ẹ́ àwọn àlàyé yìí gan-an, mo ti fetí sí wọn ju...",Yoruba,1,Neutral,4418
Is that why you're milking the poor girl in captivity? You seriously need to repent. No nation can move forward with people like you. LINK,English,1,Neutral,4336
Little Bro... A midfield maestro 💪💪💪 LINK,English,0,Not Hate,4337
GUNUGUN [VULTURE] - Latest Yoruba Movies to be 2018 Yoruba Movies to be YORUBA to be Yo... LINK via,Igbo,0,Not Hate,2523
Ị na-arịọ ya ka ya na gị na-akpa.... Mgbe e mesịrị!!! Ọ na-amalite ịrịọ gị ka ị lụọ ya... irony nke ndụ!!!,Igbo,0,Not Hate,1974
"Ọ bụ n'ihi na ụmụ agbọghọ dị ka mmiri, ha enweghị uto😂😂😂",Igbo,2,Hate,2334
"Kò sí òfin kankan nínú òfin Ìsálómù tó sọ pé o ò lè jẹ oúnjẹ tí obìnrin tí kì í ṣe ìyàwó rẹ bá ti ń ṣe, ""ìsálómù"" èyíkéyìí tó bá sọ pé òun jẹ́ òpùrọ́",Yoruba,0,Not Hate,2268
Mata da yara sune manyan wadanda suka sha wahala a tashin hankali a gida,Hausa,0,Not Hate,5818
Allah will grant him 'shifa' insha Allah.,English,0,Not Hate,4338
don Allah nuna wadannan bidiyo kuma daina posting wauta videos post wannan da kuma nuna wannan ga duniya LINK,Hausa,1,Neutral,3159
Fojú inú wo bí obìnrin yìí ṣe lè máà rí nǹkan ṣe.,Yoruba,0,Not Hate,2550
Wani ɗan kabari Yoruba ya ce,Hausa,2,Hate,1947
Ƙazanta na kudu.,Hausa,2,Hate,1758
1USD to 650NGN? If I hear any idiot insult Ebele Jonathan again. Bunch of incompetent fools,English,1,Neutral,4339
Bastards.... Is this the right headline. Why the fuck are you trying to stay politically correct. How are you the best TV station for 13 years in a row... You motherfuckers don't even know how to report the truth.... LINK,English,1,Neutral,4340
"Nígbà tá a bá sọ pé Nyamiri ní àríwá, a kàn ń sọ Igbo, kò sí ohun tó burú nínú èyí.",Yoruba,0,Not Hate,3421
na ịhụnanya bụ ajọ site Brick na Lace,Igbo,0,Not Hate,447
Everything is about politics to these Northern dummies,English,2,Hate,4341
Rubbish news from two dying countries created by the European colonialist Coming from from thier moronic Fulani rulers,English,1,Neutral,4342
Ó ṣeé ṣe kí àwọn ẹ̀mí àti àwọn kòkòrò yìí ni àwọn ìsọfúnni tó ń jáde látinú Bíbélì.,Yoruba,0,Not Hate,406
"Ina ganin lokaci ya yi da Najeriya za ta rabu, 'yan arewa su zauna a kan nasu abeg, kwakwalwarsu kullum a kan hanya, suna zubar da shara a duk lokacin da... shanu",Hausa,2,Hate,1205
"Ya bayyana kansa, babu abin da ya amsa kuma bai kawo karshen komai. Na san wannan abu ne mai wuya ga rabin kamar ku don gane amma wannan shine abin da yake. Ya bayyana kansa, abin da ya kamata in yi, ya yi masa tabawa.",Hausa,1,Neutral,2044
Loju aye mi 😂😂😂 Uwa ce ta Afirka 😂,Hausa,0,Not Hate,2373
"Àwọn òmùgọ̀ ló kún inú ayé, tí wọ́n sì ń gbé wọn lọ́nà tó dára kí wọ́n lè rí ẹnì kan lójúmọ́.",Yoruba,1,Neutral,130
E nwere nsogbu n'etiti ndị Hausas na ndị Yoruba.,Igbo,0,Not Hate,1861
"Ndị inyom Naịjirịa bụ ndị nzuzu na ndị ihu abụọ na-eche na ha nwere ikike ihe ha nwere bụ ịkpọasị n'ebe nwoke nọ. ozugbo obi ha na-adịghị emepe, ha na-aghọ ndị inyom.",Igbo,2,Hate,1953
Ina ganin rashin girmamawa ne ga wani mutum da ka yi kwarkwasa da wasu mata a gabanka ba tare da girmama ...,Hausa,0,Not Hate,3816
Islam bụ nsogbu anyị n'ihi na e nweghị ihe ọzọ mere a ịkpọasị. mgbe Boko dey igbu ha gaa dey nkịtị.,Igbo,2,Hate,3892
"Tó o bá má fẹ́ ẹnì kan, má ṣe bá wọn rìn.",Yoruba,2,Hate,3534
Ba zan iya jira don samun shekara fara bayan 12 kwanaki na daukaka ta girgije ne don haka da haka loaded,Hausa,0,Not Hate,4536
A saurayi da budurwa su yi dariya da wadannan hookers tare.,Hausa,2,Hate,5064
The elections that were held in Tigray in August 2020 are unconstitutional as per your constitution and hence null and void. And the TPLF is in power illegally.,English,0,Not Hate,4343
"Nigerian Police. The worst. One pointed to my breasts and said ""So nobody dey enjoy this thing for night"", and then told me to come to their nearby police station to hangout while they 'search' my car.",English,0,Not Hate,4344
Ndị na-eme ka à ga-asị na ha na-eme ka ahụ́ ha na-ekpo ọkụ?,Igbo,0,Not Hate,186
"Na san u zamani daya zai hadu, walai 😂 🤣 shi ne ba mace na girma tare da ƙaunataccena. kawai Allah rana lafiya u Guy daga mugunta mutane, u Guy bukatar zama zama full ko da abin da please!! ❤️",Hausa,1,Neutral,3363
"Musulmai Masu wa'azi sun dauki jagorancin! ""Ku samu kwararar ku kuma ta hanyar wannan Gwamnati cike da bastards... """,Hausa,1,Neutral,3022
Ina rokonka da salama ga mace mafi ban mamaki da karfi da na taɓa samun albarka na san kuma in ƙaunace ta.,Hausa,0,Not Hate,2545
"""Herdsmen attack in Ebonyi today "" i did not want to say anything today, but your senseless comment dragged me, i hope you will shut that shit you call mouth up now LINK",English,1,Neutral,4345
"Ọ bụrụ na m na-agwa gị na m na-adịghị de de confused na mgbagwoju anya na a Northern Culture, m na-agha ụgha! Na a Sharia iwu ngwa ọbụna na a Federal oghere e merie m ime ka m na-eme ka ịma aka Camp Commandant Director maka Kastina Orientation Camp! Abeg nkewa n'etiti anyị na ndị a ukwuu!",Igbo,0,Not Hate,2954
"Ina son mata, amma ban son karuwai ba.",Hausa,2,Hate,1068
"Shin kun ce Fulani ana kai musu hari a kullum? Za ku iya faɗi gaskiya inda irin waɗannan hare-haren suka faru? Daga cikin Fulani da gwamnan ya ce an kashe su a Kajuru, me ya sa bai nuna wa duniya kabarinsu ba?",Hausa,1,Neutral,2277
Lol Thanks boss,English,0,Not Hate,4346
kindly,English,0,Not Hate,4347
Matar Argentina ta ce Lionel Messi kamar 'Mutuwar Matattu' ne a gado: Oh a'a!,Hausa,1,Neutral,3583
: Militant fought Obj and they got Jonathan. B Haram fought Jonathan and they got Buhari. Biafra is fighting Buhari and ???…,English,0,Not Hate,4348
Òun (àgbẹni Ààrẹ) jẹ́ àdàkàdekè àti olódodo tó ń lo wa.,Yoruba,1,Neutral,2751
Nwa agbọghọ ahụ bụ́ onye ọjọọ LINK,Igbo,0,Not Hate,2936
"Emela otú ahụ, ụmụ nwaanyị Igbo bụ ndị ọjọọ.",Igbo,2,Hate,4649
Ghetto Ịhụnanya,Igbo,0,Not Hate,205
"na otu onye nzuzu ochie nzuzu, ga-emeghe ọnụ ya waw na-ekwu ha ọgụ megide insurance njikọ",Igbo,1,Neutral,3567
Ndị Fulani na-egbu ndị uweojii bụ́ Ndị Kraịst.,Igbo,2,Hate,331
"Lol, ị bụ onye ohi Barawo Link",Igbo,1,Neutral,3074
Yanzu na san dalilin da ya sa Yoruba mutane kira Fulani / Mallam dabba ... sa awon oloriburuku,Hausa,2,Hate,2620
. yadda A̶̲̅̊ya̲̣ε̲̣̣ u,Hausa,0,Not Hate,3336
"Ebe ọ bụ na Kano / Kaduna adịghị ọkụ, hapụ ndị Southwest n'ebe ọwụwa anyanwụ ka ha gbuo onwe ha.",Igbo,2,Hate,4357
lol mo ní láti wo o lẹẹkansi ati ki o wa bi o bẹ o yi hoew gan egbin dabi rushed link,Yoruba,2,Hate,2339
": Ezigbo nwanne m nwoke, ọ bụghị iwu na ị ga-asụ Bekee. Amaara m Yoruba na ụfọdụ Hausa ma eleghị anya, ọ ga-adịrị gị mfe. https:/...",Igbo,0,Not Hate,2444
"Àwọn ọmọ Igbo yẹ kí a sọ pé ẹ̀yà tí ó jẹ́ ti World Terror jẹ́ ti àkọ́kọ́, ẹ̀yà tí ẹ̀yà Igbos ń ṣe ni ẹ̀yà Igbos ń ṣe ìdá àádọ́ta nínú ìdá ìdá ìdá ìdá méjì nínú ìdá méjì nínú ìdá mẹ́wàá àwọn ìwà ìkà àti ìwà ọ̀daràn tó ń wáyé láyé.",Yoruba,2,Hate,4457
"Àwọn ọmọ ogun Fulani lù wọ́n sì pa ipobs ((Biafra), wọn kò ké ké, wọn kò sì gbẹ̀san! wọ́n pàdé ọkùnrin Yorùbá kan lójú ọ̀nà wọn lọ sílé: Àwọn ọmọ Yorùbá Samaria rere bi wọ́n pé kí ló ṣẹlẹ̀?",Yoruba,0,Not Hate,486
: Ka ci gaba da faɗin wauta game da Hausa man las las Na Hausa man za ka ƙare aure.,Hausa,1,Neutral,2761
Ọ dị m ka ya bụrụ na m nwere ike ịkọwara ndị na-achọ ịmata ihe ihe mana ọ bụghị ọnụ m ka ha ga-anụ ka a na-ekwu ewu mụrụ elephant,Igbo,0,Not Hate,763
O ti fi ara rẹ si idii 😭,Yoruba,1,Neutral,2163
"Ina son 'yan Arewa, akwai mummunan kwai a ko'ina, ku zauna tare da wani ɗan Arewa kuma za ku san cewa ba duka ba ne ...",Hausa,0,Not Hate,4490
"Nítorí náà, bí o ṣe bàjẹ́...",Yoruba,0,Not Hate,3533
Na nkwụsị afọ ojuju van dijk,Igbo,0,Not Hate,5898
"Sexy mama by wizkid.......ota lenu...WIZZY BABY I dey feel u,fuck hater.",English,1,Neutral,4349
Ọ bụrụ na nazama (mr) e nwere babbar bariki wallahi Mijina zai Zama Dan gatan duniya Na masa wanka naimasa aski nasa masa Kaya ho ho ho wani abun baifaduwa Sai ya laghachi Yana ah ah sinina kece hurul ein na duniya Wayyo😍😍😍,Igbo,0,Not Hate,3741
Ẹ̀yin méjèèjì ò mọ nǹkan kan,Yoruba,1,Neutral,4507
Hi gabon ya kike,Yoruba,0,Not Hate,708
Ọ bụ ya mere m ji hụ ndị buharist n'anya lol ma ọ dịghị ihe ọzọ ndị nzuzu ahụ enweghị ihere na ha agaghị arịọ mgbaghara maka ihe ọ bụla.,Igbo,1,Neutral,679
Kirista Di Whore Di Whore (Dior ),Hausa,2,Hate,3684
you are lying sir. I know him since his days in Science Gombe to ATBU to when he left for Saudi after his sojourn frm Studies in UK to his Ministerial position. The man has been a big fraud hiding under Islam to feed lik any politician. He has been a boy of those in opposition,English,1,Neutral,4350
"Liar.. So u wia xpectin ur gay hommie shey? 3-| in d pic sef : Guy!! I go snap shw u.. Mke I cum finish na lol """,English,2,Hate,4351
"Ị bụ n'ezie a crazy onye. Ị na nzuzu ndụ ị malitere kemgbe Chineke maara mgbe. Ị kwesịrị ihe karịrị nanị nkọcha; ị kwesịrị ọkụ slaps, ma ọ bụrụ na ị na-aghọta na onye ọ bụla na onye ọ bụla nwere ike ịkpọ a enweghị ikike ọchịchị ọrụ.",Igbo,1,Neutral,890
Má ṣe fi ẹ̀yẹ fún ẹni tó ní àwọn aṣẹ́wó... OY O ni ọ̀ràn rẹ,Yoruba,2,Hate,1675
Ọ bụrụ na anyị ga-eme 100 Ray J mere ọrụ ahụ.,Igbo,0,Not Hate,957
Oh No: 15-year-old Girl Begs Driver for Help After Being R*ped…What Happens Next Will Break Your Heart LINK LINK,English,0,Not Hate,4352
Black Dawg!! white Sheep's the Choke. E CHOKE,English,1,Neutral,4353
"Tó o bá rò pé ìdíje tó ń jà ni, o ò ní lè ṣe é, torí pé ọmọ ìlú rẹ̀ ti ń ṣòfò.",Yoruba,1,Neutral,1434
Ọ bụ ndị ikom a na-aṅụbiga mmanya ókè na-enwe ike.,Igbo,2,Hate,2562
Me yasa kuke kunyata kanku da tsarinku mara amfani a kowane lokaci ???,Hausa,1,Neutral,1521
"The only group of Igbos who see Buhari as a failure, are the frustrated, and never do well like you and IPOB Terrorist. No successful Igboman hates Nigeria or Buhari Check records. Innoson, Coscharis and Allen Onyema will never agree with you.",English,2,Hate,4354
Ya kike kwala min kira a cikin mutane Haka😍,English,0,Not Hate,4355
"Tó o bá rò pé ó níwà tútù, ṣẹ́ ẹ̀dà tuntun rẹ̀.😀",Yoruba,0,Not Hate,1945
Ụmụ nwanyị bụ ndị na - eme ihe ike 😔 LINK,Igbo,2,Hate,3153
Nke a bụ ọnụ ọgụgụ kasị elu nke ihu abụọ &amp; amaghị ihe . Ọsọ ọsọ na-akatọ mwakpo ndị na-eyi ọha egwu na mba ọzọ ma na-agbachi nkịtị n'agha ndị na-eme na S / KD &amp; ...,Igbo,1,Neutral,3666
Ƙungiyar da ke arewacin da ke da haɗama da abokan tarayyarsu a kudancin Najeriya sun haɗa kai ne kawai ta hanyar cin gashin da gwamnatin Najeriya ta yi...,Hausa,1,Neutral,784
: Biafrans can no longer live with Buhari Fulani tribe that can't obey laws &amp; terrorise people Biafra https:…,English,2,Hate,4356
na nna gị na onye òtù ezinụlọ gị na ị na-aga na-ehi ụra na ị na-aga ndepụta ha. anụmanụ na-ebi ndụ na mmadụ. nwere ezi uche mkparịta ụka na ha na-akpọ ụmụ nwanyị olosho.,Igbo,1,Neutral,1406
Mo ń bá gbogbo èrò mi ja kí n má ṣe máa fi ẹ̀gàn bá àjèjì òmùgọ̀ yìí.,Yoruba,1,Neutral,4600
"Èmi ò ní gbẹ́kẹ̀ lé àwọn Yorubá mọ́, wọ́n jẹ́ ẹni burúkú.",Yoruba,2,Hate,4128
"The person that wrote that speech is from North. Since Kano/Kaduna isn't burning, then let the Southwest n east kill themselves. That's what they want...",English,2,Hate,4357
O ṣe iranlọwọ fun GDP ti Nàìjíríà? aṣọ aṣọ tabi ko wọ aṣọ. Eyi yẹ ki o jẹ ibeere ...,Yoruba,0,Not Hate,3802
"A irin wannan lokacin, dole ne mu guji yin amfani da shi sosai kuma mu kasance masu hankali.",Hausa,0,Not Hate,2636
"Ka sani Yesu, idan na buge ka a kai, ba za ka gane ni ba.",Hausa,1,Neutral,4644
"Idan kana son zama mai farin ciki a rayuwarka Ka guji soyayya, anani hina eh fulfulde.",Hausa,0,Not Hate,4502
"Good women still exist, it's just too many hoes running around giving off the illusion that they worth getting wifed.""",English,2,Hate,4358
"Gbogbo àwọn ẹgbẹ́ alqīdah, isis,bolo haram yìí ni gbogbo wọn ni àwọn ẹgbẹ́ tí wọ́n ń ṣe bíi pé àwọn jẹ́ mùsùlùmí ṣùgbọ́n wọ́n jẹ́ aláìgbàgbọ́ jù lọ wọn kàn ń lo orúkọ ísìlámì kí wọ́n sì ṣe ohun tí wọ́n bá fẹ́",Yoruba,1,Neutral,131
Hahahahahaha..... BIAFRA boys.. coconut heads...🤣🤣🤣🤣🤣 See how them don go slap President... Operation Python dance IV loading 😭😭😭😭😭😭,English,2,Hate,4359
Women do all 10 nails. This one last nail is just weird and disgusting,English,1,Neutral,4360
Pụọ ebe a abeg.,Igbo,1,Neutral,4167
Oloshi ẹja ẹja ẹja ẹja ẹja ẹja ẹja ogun ni o wa,Yoruba,1,Neutral,1936
"Allah ya hana mugunta ehh arewa wani kwari ne ga dukan kudu yana tsotsa jininmu, a rayuwata mai zuwa ba zan sake haduwa da irin mutanen fulani ba.",Hausa,2,Hate,4293
"""Kasancewa ta a gida shi zai zama kariya a gare ni da kuma al'umma baki daya"" akọrin Hausa sọ ifiranṣẹ pataki kan...",Yoruba,0,Not Hate,1019
TY Danjuma ba shi da ikon yin magana a kan wannan al'amari domin ya shiga cikin kisan 'yan kudancin shekarun 1960...,Hausa,0,Not Hate,3932
Ba ta hanyar karfi ba ne ya zama dan Najeriya Ba mu son Najeriya Duk abin da muke so da mafarki shi ne Biafra VP slut ba 'yanci,Hausa,2,Hate,3221
Talauci zai ƙuntata hakkinka.,Hausa,0,Not Hate,3239
Foolish Nigerians if I may correct you. Any reasonable person will not involved him or her self in this nonsense to be use as Nnamdi Kanu did to the so called biafrans,English,2,Hate,4361
"Oga Henry, e be thing abeg, I get am...kuku call Bashir, that one go speak in the common lang to baba.",English,0,Not Hate,4362
The way they killed Nigeria Airway and all of them are now with private jet. Some people just need to be killed for us to progress as a nation. No doubt about it We want development of China but can't make her sacrifice What the f**k is amnesty international talking about China?,English,1,Neutral,4363
asshole,English,1,Neutral,4364
"Ninu awọn iroyin ti o wa lori Twitter, o ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti wa ni a ti o ti wa ni a ti o ti wa ni a ti o ti wa ni a ti o ti wa ni a ti o ti wa ni a ti o ti o ti wa ni a ti o ti o ti wa ni a ti o ti o ti o ti wa ni a ti o ti o ti o ti o ti wa ni a ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o ti o",Yoruba,0,Not Hate,1603
Ni Kirista ne kuma ba zan taɓa jin kunya ba in ce Allah ne Ubana.,Hausa,0,Not Hate,2548
"Jẹ́ ara rẹ, ìgbésí ayé rẹ kò tó láti jẹ́ ẹlòmíràn",Yoruba,0,Not Hate,3728
: Onye na-enyere Buhari aka na mgbasa ozi bụ onye nta akụkọ Hausa..O yiri ka ọ mụtara Bekee n'ọrụ.,Igbo,1,Neutral,1303
"""Onye nzuzu bois!!!!: Eziokwu"": Ụmụ agbọghọ na-enweghị ụmụ nwanyị na-eyi uwe kachasị mma.....",Igbo,1,Neutral,3287
": Anyone advocating for Northern Presidency in 2023 is wicked and lacks common sense. This is Peter Obi, Nigeria’s next presid…",English,1,Neutral,4365
