text,language,class,label,source_id,text_proc,n_chars,n_words,rep_unigram,rep_trigram,is_artifact,detected_lang_raw,detected_lang_conf,detected_lang,is_code_switched
"Nepa"": "": Nepa or MTN, who fuckup pass? ""both!""",English,1,Neutral,3415,"Nepa"": "": Nepa or MTN, who fuckup pass? ""both!""",47,9,0.0,0.0,False,eng_Latn,0.8247368931770325,English,False
"Yakubu Gowon that sold his people to their killers because of transient power. Tomorrow, you will tell us how Muslim northerners did Igbos a favour by installing Hope Uzodinma. Mor.",English,1,Neutral,3416,"Yakubu Gowon that sold his people to their killers because of transient power. Tomorrow, you will tell us how Muslim northerners did Igbos a favour by installing Hope Uzodinma. Mor.",181,30,0.0,0.0,False,eng_Latn,0.9958455562591553,English,False
Yawancin 'yan Najeriya musamman 'yan mata masu ban tsoro suna da wayo: 'Yan Najeriya suna da saurin yin hukunci a kowane yanayi.. Smh',Hausa,2,Hate,926,Yawancin 'yan Najeriya musamman 'yan mata masu ban tsoro suna da wayo: 'Yan Najeriya suna da saurin yin hukunci a kowane yanayi.. Smh',134,23,0.0,0.0,False,hau_Latn,1.000009536743164,Hausa,False
Obìnrin tí kì í ṣe ọmọ Naija.,Yoruba,0,Not Hate,1318,Obìnrin tí kì í ṣe ọmọ Naija.,29,7,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
IPOB bụ anụmanụ.... ha enweghị nkwubi okwu ma ọ bụ atụmatụ. lee otú ha ga-esi wakpo olu ọ bụla nke ezi uche nke Igbo ma kpọọ ha efulefu. Mgbe e mesịrị ha ga-eche ihe mere na ọ dịghị ebo ndịda chọrọ isonyere ihe ha na-eme....,Igbo,2,Hate,2829,IPOB bụ anụmanụ.... ha enweghị nkwubi okwu ma ọ bụ atụmatụ. lee otú ha ga-esi wakpo olu ọ bụla nke ezi uche nke Igbo ma kpọọ ha efulefu. Mgbe e mesịrị ha ga-eche ihe mere na ọ dịghị ebo ndịda chọrọ isonyere ihe ha na-eme....,224,45,0.0,0.0,False,ibo_Latn,1.0000100135803223,Igbo,False
Lmao the way the idiot dey do we fit no even get invite. 😅,English,1,Neutral,3417,Lmao the way the idiot dey do we fit no even get invite. 😅,58,14,0.0,0.0,False,wes_Latn,0.9775739312171936,Other,True
": Buhari squanders public funds on tribalistic fanatics and murders calling them self repentant herdsmen, bandits, ISWAP and B…",English,1,Neutral,3418,"Buhari squanders public funds on tribalistic fanatics and murders calling them self repentant herdsmen, bandits, ISWAP and B…",125,18,0.0,0.0,False,eng_Latn,0.9853601455688477,English,False
"M kwuru ya, ị Igbo bụ ewu n'ime ndị omekome. N'ọ na-anọgide dị ka mgbe. Site gị okwu, ọ pụtara na ị na-mgbagwoju anya ma ọ bụ na ị na-amaghị otú e si eji English",Igbo,2,Hate,1829,"M kwuru ya, ị Igbo bụ ewu n'ime ndị omekome. N'ọ na-anọgide dị ka mgbe. Site gị okwu, ọ pụtara na ị na-mgbagwoju anya ma ọ bụ na ị na-amaghị otú e si eji English",161,35,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
Wannan ya faru da wani aboki na aboki a kan Akure owo hanya a yau da Fulani makiyaya sun harbe su godiya Go ...,Hausa,0,Not Hate,3471,Wannan ya faru da wani aboki na aboki a kan Akure owo hanya a yau da Fulani makiyaya sun harbe su godiya Go ...,111,24,0.0,0.0,False,hau_Latn,0.9999425411224365,Hausa,False
ẹ kàn fi ẹ̀gún kan lù chroma due fún ẹ̀yìn rẹ̀... nígbà tí davido dey window ń wo wọn... bí mo ṣe ń sọ fún yín nísinsìnyí ni ọ̀ràn kan tí a bá gbà fún compand... ọjọ́ òpin ọ̀sẹ̀ aláyọ̀ àwọn aráàlú mi,Yoruba,0,Not Hate,1963,ẹ kàn fi ẹ̀gún kan lù chroma due fún ẹ̀yìn rẹ̀... nígbà tí davido dey window ń wo wọn... bí mo ṣe ń sọ fún yín nísinsìnyí ni ọ̀ràn kan tí a bá gbà fún compand... ọjọ́ òpin ọ̀sẹ̀ aláyọ̀ àwọn aráàlú mi,199,43,0.0,0.0,False,yor_Latn,1.000008225440979,Yoruba,False
"I bu ndi Fulani/Hausa choro ka m na-emegbu m nke ukwuu, ole Igbo ndụ ị na-ewere ma na-aga n'ihu na-ewere?",Igbo,2,Hate,2665,"I bu ndi Fulani/Hausa choro ka m na-emegbu m nke ukwuu, ole Igbo ndụ ị na-ewere ma na-aga n'ihu na-ewere?",105,20,0.0,0.0,False,ibo_Latn,1.0000100135803223,Igbo,False
": lol 😂 kódà bí ó bá tiẹ̀ jẹ́ 2 òwúrọ̀, mo ṣì ní láti lọ sílé, àwọn ọkùnrin sọ pé ìjìyà ló jẹ́, ọlọ́run ti dáàbò bò mí gan - an",Yoruba,0,Not Hate,177,"lol 😂 kódà bí ó bá tiẹ̀ jẹ́ 2 òwúrọ̀, mo ṣì ní láti lọ sílé, àwọn ọkùnrin sọ pé ìjìyà ló jẹ́, ọlọ́run ti dáàbò bò mí gan - an",125,31,0.0,0.0,False,yor_Latn,1.0000098943710327,Yoruba,False
": Ebe ndị mmadụ na-apụnara mmadụ ihe na-eme ka ndị omekome kwụsịlata n'ebe ugwu mba ahụ, mwakpo ndị a na-eme ka ndị nche ghara ịbịa...",Igbo,0,Not Hate,2237,"Ebe ndị mmadụ na-apụnara mmadụ ihe na-eme ka ndị omekome kwụsịlata n'ebe ugwu mba ahụ, mwakpo ndị a na-eme ka ndị nche ghara ịbịa...",132,24,0.0,0.09090909090909091,False,ibo_Latn,1.000009298324585,Igbo,False
Bitches the most foolish species on this planet man..you blame Chris for hitting Rihanna but clown Jay z for not hittin Solange?? I'm sleep,English,2,Hate,3419,Bitches the most foolish species on this planet man..you blame Chris for hitting Rihanna but clown Jay z for not hittin Solange?? I'm sleep,139,24,0.0,0.0,False,eng_Latn,0.996208131313324,English,False
Èyí ni àbájáde tí a rí gbà nítorí pé a yan ẹni tó ń gbé inú àríwá sípò.,Yoruba,2,Hate,4077,Èyí ni àbájáde tí a rí gbà nítorí pé a yan ẹni tó ń gbé inú àríwá sípò.,71,18,0.0,0.0,False,yor_Latn,1.000009536743164,Yoruba,False
Otu ozi ahụ ga-eme ka ntọala nke ezinụlọ gị na ọgbọ gị maa jijiji ị bụ onye nzuzu nzuzu!!ị naghị ege ntị ma bịa ebe a iji wụfuo ahịhịa; gbalịa ịghọta. Ọ na-ekwu okwu n'ihi obi ma enweghị nkwụsi ike iji kwekọọ okwu ya na omume ya mgbe ọ dị mkpa.,Igbo,1,Neutral,3508,Otu ozi ahụ ga-eme ka ntọala nke ezinụlọ gị na ọgbọ gị maa jijiji ị bụ onye nzuzu nzuzu!!ị naghị ege ntị ma bịa ebe a iji wụfuo ahịhịa; gbalịa ịghọta. Ọ na-ekwu okwu n'ihi obi ma enweghị nkwụsi ike iji kwekọọ okwu ya na omume ya mgbe ọ dị mkpa.,244,51,0.0,0.0,False,ibo_Latn,1.0000085830688477,Igbo,False
Nke a bụ ihe ntụrụndụ dị elu. Amaghị m na ndị Naijiria nwere ike ịbụ ndị dị otú ahụ. 2021 enweghị ụmụ agbọghọ ọma.,Igbo,1,Neutral,591,Nke a bụ ihe ntụrụndụ dị elu. Amaghị m na ndị Naijiria nwere ike ịbụ ndị dị otú ahụ. 2021 enweghị ụmụ agbọghọ ọma.,114,24,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
"Haha "": Anyị bi n'oge nke smartphones na ndị nzuzu. """,Igbo,1,Neutral,1586,"Haha "": Anyị bi n'oge nke smartphones na ndị nzuzu. """,53,11,0.0,0.0,False,ibo_Latn,1.0000098943710327,Igbo,False
Ina tsammanin 'yan Demo suna da iko a kan maza wanda ke sa su rasa hankalinsu a wasu lokuta,Hausa,2,Hate,2895,Ina tsammanin 'yan Demo suna da iko a kan maza wanda ke sa su rasa hankalinsu a wasu lokuta,91,19,0.0,0.0,False,hau_Latn,1.0000081062316895,Hausa,False
Ṣé ìwọ ni obìnrin ẹlẹ́yà ara ẹni?,Yoruba,1,Neutral,3189,Ṣé ìwọ ni obìnrin ẹlẹ́yà ara ẹni?,33,7,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
"Mo dúpẹ́ lọ́wọ́ Tamilore Abraham, ẹ̀yà Yoruba mi láti ìhà ìwọ̀ oòrùn Nàìjíríà.",Yoruba,0,Not Hate,4192,"Mo dúpẹ́ lọ́wọ́ Tamilore Abraham, ẹ̀yà Yoruba mi láti ìhà ìwọ̀ oòrùn Nàìjíríà.",78,13,0.0,0.0,False,yor_Latn,0.9999762773513794,Yoruba,False
She kill your mama ? Highest she thief or she spoil you for your guy place. Oloriburuku omo ale jati jati.....imagine Wetin person Dey talk. Damn some girls are just too wicked 😤🤦🏽♀️ LINK,English,2,Hate,3420,She kill your mama ? Highest she thief or she spoil you for your guy place. Oloriburuku omo ale jati jati.....imagine Wetin person Dey talk. Damn some girls are just too wicked 😤🤦🏽♀️,182,33,0.0,0.0,False,pcm_Latn,0.9944726824760437,Other,True
Ó mọ̀ pé o ń lọ́nà láti jí ọkọ rẹ lọ́wọ́,Yoruba,1,Neutral,2878,Ó mọ̀ pé o ń lọ́nà láti jí ọkọ rẹ lọ́wọ́,40,11,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
"Najeriya na da sauran kabilu kuma idan kun yanke shawarar hallaka kanku, to ku nemi hanyar yin hakan amma kada ku hada mu da muke cikin 'yan tsiraru.",Hausa,2,Hate,3910,"Najeriya na da sauran kabilu kuma idan kun yanke shawarar hallaka kanku, to ku nemi hanyar yin hakan amma kada ku hada mu da muke cikin 'yan tsiraru.",149,28,0.0,0.0,False,hau_Latn,1.0000096559524536,Hausa,False
"Tó o bá ń ka nǹkan láti ọdún mẹ́wàá sí ìparí ní ṣísẹ̀-n-tẹ̀lé ní 23:59:50 ní alẹ́ Ọdún Tuntun, wàá dé ibi tí kò ní sí nǹkan kan ní kí ọdún tuntun tó dé.",Yoruba,0,Not Hate,296,"Tó o bá ń ka nǹkan láti ọdún mẹ́wàá sí ìparí ní ṣísẹ̀-n-tẹ̀lé ní 23:59:50 ní alẹ́ Ọdún Tuntun, wàá dé ibi tí kò ní sí nǹkan kan ní kí ọdún tuntun tó dé.",152,34,0.0,0.0,False,yor_Latn,0.9998965263366699,Yoruba,False
"A bum onye ibo, sugbon mo gbo Yoruba daradara",Yoruba,0,Not Hate,1835,"A bum onye ibo, sugbon mo gbo Yoruba daradara",45,9,0.0,0.0,False,yor_Latn,0.6035478711128235,Yoruba,False
"Kendrick ń fi àwọn alájà tí wọ́n ń fi ẹ̀rù ṣe nǹkan, tí wọ́n sì ń ṣe àró tí wọ́n ń fi aṣọ àwọn rappers ṣe nǹkan míì ṣe.",Yoruba,1,Neutral,2472,"Kendrick ń fi àwọn alájà tí wọ́n ń fi ẹ̀rù ṣe nǹkan, tí wọ́n sì ń ṣe àró tí wọ́n ń fi aṣọ àwọn rappers ṣe nǹkan míì ṣe.",119,29,0.0,0.14814814814814814,False,yor_Latn,1.0000100135803223,Yoruba,False
"When we say Nyamiri in North we simply mean Igbo, nothing bad attach to that",English,0,Not Hate,3421,"When we say Nyamiri in North we simply mean Igbo, nothing bad attach to that",76,15,0.0,0.0,False,eng_Latn,0.9257239103317261,English,False
Ba za a iya bayyana tarin dukiyar da ke faruwa a jihar Benue ba.,Hausa,2,Hate,2449,Ba za a iya bayyana tarin dukiyar da ke faruwa a jihar Benue ba.,64,14,0.0,0.0,False,hau_Latn,1.0000098943710327,Hausa,False
Gaskiya a gaya wa wannan fulanis su ne dabbobi na rantse da Allah... an haife su 'yan ta'adda na gaske 😭😭😭😭,Hausa,2,Hate,3249,Gaskiya a gaya wa wannan fulanis su ne dabbobi na rantse da Allah... an haife su 'yan ta'adda na gaske 😭😭😭😭,107,21,0.0,0.0,False,hau_Latn,0.9999949932098389,Hausa,False
"Typical Obidiot and bloody Biafran Bandit like you. The moment you ask questions, they resort to insults, abuse and name-calling.",English,2,Hate,3422,"Typical Obidiot and bloody Biafran Bandit like you. The moment you ask questions, they resort to insults, abuse and name-calling.",129,20,0.0,0.0,False,eng_Latn,0.9963312149047852,English,False
Ilé-iṣẹ́ Àwọn Ọmọdé: Àwọn Obìnrin Tó Ń Ṣàìsàn Nípàá Àwọn Òṣìṣẹ́ Ìpínlẹ̀,Yoruba,0,Not Hate,2818,Ilé-iṣẹ́ Àwọn Ọmọdé: Àwọn Obìnrin Tó Ń Ṣàìsàn Nípàá Àwọn Òṣìṣẹ́ Ìpínlẹ̀,71,12,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
Ṣe ki n ki kwait LINK,Yoruba,0,Not Hate,2681,Ṣe ki n ki kwait,16,5,0.0,0.0,False,hin_Latn,0.7742266654968262,Other,True
Let Rooney come back when he's won the World Cup and Euros!,English,1,Neutral,3423,Let Rooney come back when he's won the World Cup and Euros!,59,12,0.0,0.0,False,eng_Latn,0.999658465385437,English,False
"Adesanya's Yoruba Language translation to English Language ~ ""Èmi yóò fi ọ̀pá gbá ọ, wàá yà á lẹ́nu; ìwọ òmùgọ̀/ìmùgọ̀ yìí""",Yoruba,1,Neutral,321,"Adesanya's Yoruba Language translation to English Language ~ ""Èmi yóò fi ọ̀pá gbá ọ, wàá yà á lẹ́nu; ìwọ òmùgọ̀/ìmùgọ̀ yìí""",123,21,0.0,0.0,False,yor_Latn,0.9994368553161621,Yoruba,False
Lol... mahaifiyarka wawa ce,Hausa,1,Neutral,2874,Lol... mahaifiyarka wawa ce,27,4,0.0,0.0,False,hau_Latn,1.0000087022781372,Hausa,False
Ẹ jọ lọ sọ̀rọ̀ nípa orin yìí... ó dára gan-an.,Yoruba,0,Not Hate,2707,Ẹ jọ lọ sọ̀rọ̀ nípa orin yìí... ó dára gan-an.,46,10,0.0,0.0,False,yor_Latn,1.0000088214874268,Yoruba,False
Haka ne ooo za mu ga jihohi nawa zai iya zuwa da kuma tsayawa da rawa kamar Oshiomole da barayi,Hausa,1,Neutral,2524,Haka ne ooo za mu ga jihohi nawa zai iya zuwa da kuma tsayawa da rawa kamar Oshiomole da barayi,95,20,0.0,0.0,False,hau_Latn,1.0000088214874268,Hausa,False
"Gịnị mere Arewa ejighị were ọnọdụ nke onye nyocha n'ihu na-aga n'ihu na usoro ihe omume ha nke na-eme ka ndịda ọwụwa anyanwụ, ndịda ọdịda anyanwụ ma ọ bụ ndịda ndịda ọdịda anyanwụ bụrụ ndị isi obodo?",Igbo,1,Neutral,2452,"Gịnị mere Arewa ejighị were ọnọdụ nke onye nyocha n'ihu na-aga n'ihu na usoro ihe omume ha nke na-eme ka ndịda ọwụwa anyanwụ, ndịda ọdịda anyanwụ ma ọ bụ ndịda ndịda ọdịda anyanwụ bụrụ ndị isi obodo?",199,37,0.02702702702702703,0.05714285714285714,False,ibo_Latn,1.000008463859558,Igbo,False
"Ok dats nu... M proud "": get Ur gay ass outa here retarded wanking bitch""",English,2,Hate,3424,"Ok dats nu... M proud "": get Ur gay ass outa here retarded wanking bitch""",73,15,0.0,0.0,False,eng_Latn,0.8395514488220215,English,False
An fallasa fastocin Najeriya na karya ta hanyar wani dan Afirka mai faɗin gaskiya,Hausa,0,Not Hate,3556,An fallasa fastocin Najeriya na karya ta hanyar wani dan Afirka mai faɗin gaskiya,81,14,0.0,0.0,False,hau_Latn,1.0000066757202148,Hausa,False
"Àwọn ohun tó ń mú kí ilé wa rí bí ilé tó ń gbé ní ìlú Hausa, tí àwọn èèyàn ń fi wé ilé tí wọ́n ń gbé ní ìlú náà, ni pé:",Yoruba,0,Not Hate,698,"Àwọn ohun tó ń mú kí ilé wa rí bí ilé tó ń gbé ní ìlú Hausa, tí àwọn èèyàn ń fi wé ilé tí wọ́n ń gbé ní ìlú náà, ni pé:",119,33,0.0,0.12903225806451613,False,yor_Latn,1.0000100135803223,Yoruba,False
"Ina girmama 'yan matan Arewa a Twitter, na manta da irin su da kuma dandano, amma matakin balaga da suke da shi yana da kyau.",Hausa,2,Hate,2354,"Ina girmama 'yan matan Arewa a Twitter, na manta da irin su da kuma dandano, amma matakin balaga da suke da shi yana da kyau.",125,25,0.0,0.0,False,hau_Latn,1.000008225440979,Hausa,False
Òun náà kò mọ̀ pé àwọn ọ̀dọ́ ti kọjá èrò inú ẹrú.,Yoruba,1,Neutral,3803,Òun náà kò mọ̀ pé àwọn ọ̀dọ́ ti kọjá èrò inú ẹrú.,49,12,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
Ndị Hausa akpọwo ha aha ogologo oge gara aga Nyamiri-ba-Mutum LINK,Igbo,0,Not Hate,2495,Ndị Hausa akpọwo ha aha ogologo oge gara aga Nyamiri-ba-Mutum,61,10,0.0,0.0,False,ibo_Latn,0.9956318736076355,Igbo,False
"tó o bá fún ọlọ́run ní nǹkan tó kéré jù lọ, o ò kà á sí ọlọ́run. má ṣe tan ara rẹ jẹ &amp; quot; o ò rí i pé ọlọ́run lóye. tó o bá lóye ẹni tí ọlọ́run yìí jẹ́ &amp; quot; ohun tó fún ẹ, o á máa ṣe bẹ́ẹ̀. ọlọ́run kì í ṣe ojú kan náà sí gbogbo kristẹni. àwọn kan jẹ́ ọmọ ọlọ́run, àwọn míì sì jẹ́ ọmọdé",Yoruba,0,Not Hate,448,"tó o bá fún ọlọ́run ní nǹkan tó kéré jù lọ, o ò kà á sí ọlọ́run. má ṣe tan ara rẹ jẹ &amp; quot; o ò rí i pé ọlọ́run lóye. tó o bá lóye ẹni tí ọlọ́run yìí jẹ́ &amp; quot; ohun tó fún ẹ, o á máa ṣe bẹ́ẹ̀. ọlọ́run kì í ṣe ojú kan náà sí gbogbo kristẹni. àwọn kan jẹ́ ọmọ ọlọ́run, àwọn míì sì jẹ́ ọmọdé",299,72,0.0,0.02857142857142857,False,yor_Latn,1.0000100135803223,Yoruba,False
"""Èmi ò lè dúró dè é !!!! 10 Ọ̀gúúsù a ó máa ṣeré lórí àwọn ọ̀dúdú yìí !!!!!!!!!!! LINK",Yoruba,0,Not Hate,1910,Èmi ò lè dúró dè é !!!! 10 Ọ̀gúúsù a ó máa ṣeré lórí àwọn ọ̀dúdú yìí !!!!!!!!!!!,80,18,0.0,0.0,False,yor_Latn,0.9999996423721313,Yoruba,False
O ti jẹ́ kí n mọ̀ pé ìwọ ni ode .....wo bí ó ṣe tètè jáde láti bẹ̀rù bcuz ó jẹ́ gúúsù ṣùgbọ́n ó jẹ́ aláàánú sí àwọn arákùnrin rẹ̀,Yoruba,1,Neutral,3052,O ti jẹ́ kí n mọ̀ pé ìwọ ni ode .....wo bí ó ṣe tètè jáde láti bẹ̀rù bcuz ó jẹ́ gúúsù ṣùgbọ́n ó jẹ́ aláàánú sí àwọn arákùnrin rẹ̀,129,30,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
Nwa nwanyi na-emefu ego,Igbo,1,Neutral,2996,Nwa nwanyi na-emefu ego,23,4,0.0,0.0,False,ibo_Latn,0.9999921321868896,Igbo,False
"Hausa onye iberibe, naanị ụfọdụ ụlọ m na-ahụ na-akwado nke a ọchịchị crap .. onye sonyere anyị na nke a onye iberibe na-akpọ anyị otu Nigeria na mbụ ebe",Igbo,2,Hate,2929,"Hausa onye iberibe, naanị ụfọdụ ụlọ m na-ahụ na-akwado nke a ọchịchị crap .. onye sonyere anyị na nke a onye iberibe na-akpọ anyị otu Nigeria na mbụ ebe",152,29,0.0,0.0,False,ibo_Latn,1.0000100135803223,Igbo,False
"Mba, ọ bụ Yoruba-Igbo.",Igbo,0,Not Hate,3856,"Mba, ọ bụ Yoruba-Igbo.",22,4,0.0,0.0,False,ibo_Latn,1.0000025033950806,Igbo,False
"Ihe a bụ ihe dị mma maka Naija, ụmụ agbọghọ na-amaghị nwoke na-eme ka ha mara mma.",Igbo,1,Neutral,2573,"Ihe a bụ ihe dị mma maka Naija, ụmụ agbọghọ na-amaghị nwoke na-eme ka ha mara mma.",82,17,0.0,0.0,False,ibo_Latn,1.0000100135803223,Igbo,False
"Àmọ́, àwọn ará Ìwọ̀ Oòrùn ayé ń sọ ìròyìn èké nípa bí àwọn ọmọ Ukraine ṣe ń ṣẹ́gun ogun náà, tí àwọn ará Rọ́ṣíà sì ń pàdánù ogun wọn.",Yoruba,0,Not Hate,67,"Àmọ́, àwọn ará Ìwọ̀ Oòrùn ayé ń sọ ìròyìn èké nípa bí àwọn ọmọ Ukraine ṣe ń ṣẹ́gun ogun náà, tí àwọn ará Rọ́ṣíà sì ń pàdánù ogun wọn.",133,29,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
"Nke a dị egwu ma ọ bụ na-awụ akpata oyi n'ahụ́! Ị̀ na-ekwu na nwaanyị enweghị ụlọ ọrụ, ọrụ ma ọ bụ ọrụ?",Igbo,1,Neutral,4641,"Nke a dị egwu ma ọ bụ na-awụ akpata oyi n'ahụ́! Ị̀ na-ekwu na nwaanyị enweghị ụlọ ọrụ, ọrụ ma ọ bụ ọrụ?",103,23,0.0,0.09523809523809523,False,ibo_Latn,1.0000098943710327,Igbo,False
Ndị Yoruba bụ ndị a na-aghọtaghị nke ọma... ị pụghị inwe ịdị ukwuu ma ghara ịkọrọ ya ndị ọzọ.,Igbo,0,Not Hate,1495,Ndị Yoruba bụ ndị a na-aghọtaghị nke ọma... ị pụghị inwe ịdị ukwuu ma ghara ịkọrọ ya ndị ọzọ.,93,19,0.0,0.0,False,ibo_Latn,1.0000090599060059,Igbo,False
Máa bá a lọ láti máa ṣe iṣẹ́ ọ̀gá ẹrú rẹ.,Yoruba,1,Neutral,1027,Máa bá a lọ láti máa ṣe iṣẹ́ ọ̀gá ẹrú rẹ.,41,11,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
Ta ló sọ fún ìjọba Nàìjíríà pé àwọn ọmọ Fulan ni yóò máa tọ́jú àwọn màlúù? àwọn ọmọ Igbo náà lè ṣe bẹ́ẹ̀... àwa àti àwọn ọmọ Wawa ní Enugu mọ̀ pé àwọn ò ń ṣe àwọn òwò màlúù dáadáa.,Yoruba,1,Neutral,1950,Ta ló sọ fún ìjọba Nàìjíríà pé àwọn ọmọ Fulan ni yóò máa tọ́jú àwọn màlúù? àwọn ọmọ Igbo náà lè ṣe bẹ́ẹ̀... àwa àti àwọn ọmọ Wawa ní Enugu mọ̀ pé àwọn ò ń ṣe àwọn òwò màlúù dáadáa.,180,40,0.0,0.0,False,yor_Latn,1.0000100135803223,Yoruba,False
Don Allah: Ta yaya zan ce Soro Soke a Hausa da Igbo?,Hausa,0,Not Hate,3428,Don Allah: Ta yaya zan ce Soro Soke a Hausa da Igbo?,52,12,0.0,0.0,False,hau_Latn,1.000009536743164,Hausa,False
Mai tsoro,Hausa,1,Neutral,2718,Mai tsoro,9,2,0.0,0.0,False,hau_Latn,0.9930704832077026,Hausa,False
"Hi guy, Whatz up with dis said islamic movie!",English,0,Not Hate,3425,"Hi guy, Whatz up with dis said islamic movie!",45,9,0.0,0.0,False,eng_Latn,0.999983549118042,English,False
Ina son gaskiyar cewa har ma da shaidun 'yan wauta da shaidan a wannan kasar sun gaji da yin wasa da karfin Yoruba kafofin watsa labarai a Najeriya. duk wadannan mahaukaci mutane da suka jefa wauta ƙiyayya da mugunta boye a cikin sunan ra'ayi da siyasa san lokacin da za su zama wauta,Hausa,1,Neutral,3205,Ina son gaskiyar cewa har ma da shaidun 'yan wauta da shaidan a wannan kasar sun gaji da yin wasa da karfin Yoruba kafofin watsa labarai a Najeriya. duk wadannan mahaukaci mutane da suka jefa wauta ƙiyayya da mugunta boye a cikin sunan ra'ayi da siyasa san lokacin da za su zama wauta,284,53,0.0,0.0,False,hau_Latn,1.0000089406967163,Hausa,False
"Ga duk wadanda suka yi imanin cewa B.H ta hana su bayyana sunan Kristi, &amp; apos; suna wallafa &amp; apos; bari mu yi addu'a na 3min don ta, &amp; apos; je &amp; apos; mu tattara kwakwalwarka daga inda Buhari ke kiwon shanu.",Hausa,1,Neutral,2520,"Ga duk wadanda suka yi imanin cewa B.H ta hana su bayyana sunan Kristi, &amp; apos; suna wallafa &amp; apos; bari mu yi addu'a na 3min don ta, &amp; apos; je &amp; apos; mu tattara kwakwalwarka daga inda Buhari ke kiwon shanu.",226,42,0.0,0.0,False,hau_Latn,0.9982544183731079,Hausa,False
"Bayan karfe 11 na yamma, babu abin da za ka damu da shi.",Hausa,0,Not Hate,1971,"Bayan karfe 11 na yamma, babu abin da za ka damu da shi.",56,13,0.0,0.0,False,hau_Latn,1.0000097751617432,Hausa,False
"N'ụzọ megidere nke ahụ:"" Ụmụ agbọghọ Yoruba na-abụkarị ndị ruru unyi....""",Igbo,2,Hate,3305,"N'ụzọ megidere nke ahụ:"" Ụmụ agbọghọ Yoruba na-abụkarị ndị ruru unyi....""",73,11,0.0,0.0,False,ibo_Latn,1.000008225440979,Igbo,False
"3. must hv right of way else blood will flow but as a pig farmer, I dare not allow my pigs stray.",English,2,Hate,3426,"3. must hv right of way else blood will flow but as a pig farmer, I dare not allow my pigs stray.",97,22,0.0,0.0,False,eng_Latn,0.998008668422699,English,False
"Tó o bá ti ní èrò òdì, àwọn èèyàn míì ní èrò òdì, o jẹ́ òmùgọ̀ ńlá nítorí pé ọmọ ẹ̀ ni wọ́n pa tàbí pé kò sí òmùgọ̀ bíi tìẹ.",Yoruba,1,Neutral,3526,"Tó o bá ti ní èrò òdì, àwọn èèyàn míì ní èrò òdì, o jẹ́ òmùgọ̀ ńlá nítorí pé ọmọ ẹ̀ ni wọ́n pa tàbí pé kò sí òmùgọ̀ bíi tìẹ.",124,31,0.0,0.06896551724137931,False,yor_Latn,1.0000083446502686,Yoruba,False
sodebaba Ẹlẹ́rìí kejì ni wọ́n mú nítorí pé ó fipá bá ọmọ Íńdíà lò pọ̀: Ẹ̀sùn kan ni wọ́n mú ní ìlà oòrùn ìpínlẹ̀ Bihar ní ìpínlẹ̀ Connecticut... LINK,Yoruba,0,Not Hate,31,sodebaba Ẹlẹ́rìí kejì ni wọ́n mú nítorí pé ó fipá bá ọmọ Íńdíà lò pọ̀: Ẹ̀sùn kan ni wọ́n mú ní ìlà oòrùn ìpínlẹ̀ Bihar ní ìpínlẹ̀ Connecticut...,144,28,0.0,0.07692307692307693,False,yor_Latn,1.000009536743164,Yoruba,False
:( matan da suke da lalata suna cin nasara: '( : 'Yan mata masu lalata suna yin aure da wuri.,Hausa,2,Hate,3678,( matan da suke da lalata suna cin nasara: '( : 'Yan mata masu lalata suna yin aure da wuri.,92,20,0.0,0.0,False,hau_Latn,0.9999961853027344,Hausa,False
"""Idan GEJ ba ta yi nasara ba... hakan na nufin siyasar 9ja ba za a iya hango ta ba""",Hausa,1,Neutral,1748,"Idan GEJ ba ta yi nasara ba... hakan na nufin siyasar 9ja ba za a iya hango ta ba""",82,19,0.0,0.0,False,hau_Latn,0.9999915361404419,Hausa,False
"Ma anyị agaghị anọ ọdụ ma hụ ka ndị agha Naịjirịa na ndị uwe ojii na ndị agha Naịjirịa na-egbu ndị mmadụ ọzọ n'ihi egwuregwu, ọbụlagodi ma ọ bụrụ na ndị gọvanọ ndị isi nke steeti ndịda ọwụwa anyanwụ nyere gị ohere.",Igbo,1,Neutral,3266,"Ma anyị agaghị anọ ọdụ ma hụ ka ndị agha Naịjirịa na ndị uwe ojii na ndị agha Naịjirịa na-egbu ndị mmadụ ọzọ n'ihi egwuregwu, ọbụlagodi ma ọ bụrụ na ndị gọvanọ ndị isi nke steeti ndịda ọwụwa anyanwụ nyere gị ohere.",214,42,0.0,0.05,False,ibo_Latn,1.0000087022781372,Igbo,False
