source_id,class,label,text
3399,0,Not Hate,Popular Pastor Who Spanked N*ked Female Church Members on their Bare Bum Jailed for 6 Years LINK LINK
3400,0,Not Hate,"Infact, But u know wat I did I went to my pastor &amp;said since it d yourba believe ,&amp; it primitive can't we jst follow the grace giving to us cause we are not concern about the primitive culture,so therefore a christian dead should be bought home irrespective of the place of death"
3401,0,Not Hate,Tell them abeg
3402,0,Not Hate,": The omo oluwaibi culture of the Yorubas help them denounce notoriety. The Hausas HATE the sound of BARAWO,☝️ reason Atiku…"
3403,0,Not Hate,Who is watching Lucifer on African Magic Yoruba?
3404,1,Neutral,"You are the bigger idiot Mr and I have nothing to prove to a glorified fool. I have always spoken out against killings of any kind, I have nothing to gain from any party coz I am neither hausa nor yoruba.Continue basking in ur foolery, I have engaged u enough"
3405,0,Not Hate,"BREAKING NEWS: Ex-Borno Gov. Sheriff, Accused Of Sponsoring Boko Haram, Emerges PDP Chairman LINK"
3406,1,Neutral,"""If you fight like a married couple, talk like best friends, and flirt like first loves, you're asses are fuckin meant to be."""
3408,0,Not Hate,"Afam mu bu Amaka Onye Amesi,Aguata. Anambra State LINK"
3409,2,Hate,"See the idiot calling someone Zombie😂😂😂If you were gay,your partner wouldn't need your anus,your nose alone will fit his whole penis no matter how big it is. Oloshi LINK"
3410,2,Hate,And you still came to comment. Bloody cock sucking homosexual homophobe like you.
3411,1,Neutral,Sterling is playing nonsense 😡
3412,2,Hate,"Until you denounce your religion ... You can be ashawo and be Christian... No body can unchristian you. If you have not said I denounce Allah...then you are Muslim no matter your crime. If you kill people because of your religion, you are a religious terrorist."
3413,2,Hate,May Allah amputee d hands of dose dat ill vote 4 PDP dey ar all bunch of thieves heartles homsexuals LINK
3416,1,Neutral,"Yakubu Gowon that sold his people to their killers because of transient power. Tomorrow, you will tell us how Muslim northerners did Igbos a favour by installing Hope Uzodinma. Mor."
3418,1,Neutral,": Buhari squanders public funds on tribalistic fanatics and murders calling them self repentant herdsmen, bandits, ISWAP and B…"
3419,2,Hate,Bitches the most foolish species on this planet man..you blame Chris for hitting Rihanna but clown Jay z for not hittin Solange?? I'm sleep
3420,2,Hate,She kill your mama ? Highest she thief or she spoil you for your guy place. Oloriburuku omo ale jati jati.....imagine Wetin person Dey talk. Damn some girls are just too wicked 😤🤦🏽♀️ LINK
3421,0,Not Hate,"When we say Nyamiri in North we simply mean Igbo, nothing bad attach to that"
3423,1,Neutral,Let Rooney come back when he's won the World Cup and Euros!
3424,2,Hate,"Ok dats nu... M proud "": get Ur gay ass outa here retarded wanking bitch"""
3426,2,Hate,"3. must hv right of way else blood will flow but as a pig farmer, I dare not allow my pigs stray."
3427,2,Hate,Why didn’t your parents get you married off at her age? They don’t wanna practice sunnah? Stop manipulating islam to your wills ! Illiterates Muslims are disgusting wlh
3428,0,Not Hate,: Please how do I say Soro Soke in Hausa and Igbo? Thank you
3429,2,Hate,"lolz,I shud b tellin u dat hoe!"
3430,0,Not Hate,Arsenal just triggered the release clause of diego costa-sabin kike
3431,1,Neutral,"""Money is a defense to a lot of bullshits"" This statement hits hard👌"
3432,1,Neutral,One of the dumbest economic decisions in Nigeria under this administration is the introduction of e-Naira. How can one invest in something that's completely valueless? Isn't that clueless?
3433,1,Neutral,"Dear you have a big fan base here in Nigeria, but there’s a terrorist gang called Sars using the influence of government to kill us here please we need your support to"
3434,0,Not Hate,"Dear , thank you for following . We love you and God bless you! 💜"
3435,0,Not Hate,"Yes"": Do you sleep naked? """
3438,0,Not Hate,How do you become a northerner?
3439,1,Neutral,": Exactly, I get now why men cheat on the dumb girls repeatedly because they blame everybody else e…"
3440,0,Not Hate,"Mr oponu afofun gbemu!!! What is the interest of buhari in the East when bokoharram, bandits, ISWAP and herdsmen continue to turn your North to dust? Why didn't he attack them? Is because they're Muslims and the Igbo people are Christians! Next time receive sense before you talk"
3443,2,Hate,": At this juncture, we can now all agree that their hatred and bigotry is not for Northerners, Almajiri or Aboki but for ISLA…"
3444,1,Neutral,Some gurls just stubborn pass goat for this life....
3445,2,Hate,"What are you searching Wikipedia that is being updated almost everyday is that were you want to see Tinubu age, don’t you know the reason he refuse to attach any of his School certificate is because of age related, since this Tinubu thing most Yoruba’s are f**king up"
3446,2,Hate,Hahahahahahahaha.... Bloody Lesbian.
3447,0,Not Hate,": Fulani herdsmen allegedly killed over 15 people, burnt down several vehicles, as well as the palace of a Traditional ruler…"
3448,0,Not Hate,the same goes for a woman. What the other person does or how they treat you badly is on them and they will reimburse the consequences both in this world and hereafter.
3449,1,Neutral,"this man is a fool, and political fool.he should go and learn.idiot for insulting igbo and supporting evils"
3451,2,Hate,": Lols"": Beggars "": IGBO Girls re mostly(ashawo) YORUBA Girls re mostly(witches) HAUSA Girls re mostly…"
3452,0,Not Hate,"""Our Lord, pour upon us patience and let us die as Muslims [in submission to You]. (7:126) Ameen. One of my fav duas for patience."""
3453,2,Hate,Boko Haram everywhere... pls trash these northerners Twitter accounts... They are terrorists
3454,1,Neutral,"MTN, DSTV, StanbicIBTC Bank, PEP etc are businesses managed by the whites in south Africa and the blacks only good for robbery and nudity. Yet they blames other Africans residing within them and making a living while they continue to loot their businesses."
3455,2,Hate,But when Fulani terrorist herders were butchering our people you never alter any word now ESN are here to protect us you're talking like a dead man
3457,1,Neutral,"Gov. Oyetola lost to civil servants during d last election. Though he paid full salaries and as at when due, civil servants wanted him to pay pension arrears which runs into billion of naira forgetting Osun state is one of the poorest states in terms of Fed allocation. Awon ode!"
3459,2,Hate,"Haha"": Bitches fuck the same dude but call each other hoes. No bitch, you're teammates."""
3460,2,Hate,"Toothless CAN. Toothless Christians. Soon muslims jihad will behead you all soon, keep waiting on God to come help fight jihad. Weak fools, learn from Israel fools."
3462,1,Neutral,Nomadic clown 🤡
3463,2,Hate,"The program should be scrapped! It's skewed in nature, as children of d elites are favoured in terms of postings. And, since, Fulani pple are always looking 4 human 2 kill, as Pantami have made us 2 know,NYSC should be scrapped. Also,corps members have become cheap labour 4 them!"
3464,1,Neutral,: I’m a Christian. So I can tell you these hard things because many of you coconut heads love to believe in a lie than fa…
3467,1,Neutral,"I think you are an illiterate too. You are the evil person. Stop sleeping on duty, small boy"
3468,2,Hate,Wats up wit u naaRT : Yoruba boys are just sluts! You can't change them!☺
3470,1,Neutral,Yoruba demon 😂😂😂😂😂
3471,0,Not Hate,: This happen to a friend of my friend along Akure owo road today they were shot at by Fulani herdsmen thank Go…
3473,2,Hate,"If this is what Islam teaches, then, Mohammad and Allah are scum and shit"
3475,0,Not Hate,"The man from Kano regard himself as bakane. The man from Zaria was bazazzage. The man from Katsina was bakatsine. The kingdoms were at war with each other. They were Hausas, they were Muslims, they were killing each other. The Yoruba were Ijebu, Owo, Ijesha, Akoko, Egba."
3476,1,Neutral,"What is it with the sex doll... Guys, if asking and spending for a girl is a big deal, then go and buy a sex doll of 800k... Is it my pocket... Mtcheeeeew"
3477,1,Neutral,The most backward tribe in world history. The building that is yet to commit the so-called crime
3478,0,Not Hate,": When started ,the government took the issue with levity and it backfired. The Fulani herdsmen are killing our peopl…"
3480,2,Hate,I totally agree. Just as some pretty looking pussies are just smelly ... better to see &amp; feel both physically 😆
3482,0,Not Hate,"Low turn out in our Ward ""Mazugal Ward"" Dala LGA"
3483,0,Not Hate,LINK LINK LINK
3484,2,Hate,"You want to but everytime you go back home to the East, all that you say about Yorubas cannot be said in their presence. Every Hausa is an aboki illiterate."
3486,1,Neutral,Someone just explained to you the reality behind this madness but your deep level of insanity won’t allow you to comprehend. You think whatever happened to you didn’t happen to most guys growing up?
3487,0,Not Hate,Fulani herdsmen rape newly wed in Ogun LINK
3488,2,Hate,""": Hoes Come And Go 👯💃 But If You Got A Good Girl, Keep Her ❤️✊, Love Her 💏👫, &amp; Spoil Her 👰💍💆💅👠👜💎"""
3490,1,Neutral,"Just shut the fuck up before you get smacked the fuck up, you motherfuckers can't be us or see us."
3492,2,Hate,Mad stupid Fulani mofo! We're the South not Southern Kaduna! I pray God delivers them from you and your murderous kinsmen who you pay for killing the poor Southern Kaduna people like God is delivering us. We promise you more Sunday Igbohos and Nnamdi Kanus. Wèrè aláso! Onye oshi!
3493,1,Neutral,"No but Nigeria feminism come with bitterness,anger e.t.c"
3494,0,Not Hate,This shows how inept &amp; out of tune wt happenings in ur home country you're. How many Hausas/Yorubas &amp; others were arrested 4 cybercrimes? The fact that some are more into shouldn't be a reason to label others from same region as cybercriminals. We've now notice u as one of them.
3495,1,Neutral,I just hate it when he sits and crosses those stupid legs.
3496,1,Neutral,Your analogy is quite stupid. What is wrong with a reference point? What has that got to do with students cheating in an examination?
3497,2,Hate,"Tahh shut up"": *rolling* "": 90% of Igbo girls Fart during Sex. """""
3498,1,Neutral,....i have said it.....you are very very mean! LINK
3499,1,Neutral,"If you believe being a Muslim makes me a terrorist, seeing a dumb skull makes you one."
3500,1,Neutral,The truth in this reply will keep that guy abi girl thinking till the end of 2019. Someone that his family members will not even come for his wedding. They don't even know he is on Twitter self.
3501,0,Not Hate,"For those who are dead,there is no safer place for them than in God's memory. LINK"
3502,2,Hate,"Perfect bod, if I was you I'd be a hoe too 🥰"
3503,0,Not Hate,Dis world is gonna be ended by men/women..... U re free to argue... !!!
3506,1,Neutral,"Lmao but e get dick🤣🤣🤣,so na boxer e go use enter the house that day"
3507,2,Hate,I’ve put you on and now another man is singing along with you on the TL. Oma shey ooo. 🤦🏿♂️ Women are scum. 😒… — Alright. Send a dm LINK
3509,1,Neutral,Black SAns are slaves till date ... And are bloody xenophobic bastards .
3511,2,Hate,Not on us! Shame on the Fulanis! A barbaric nation.
3512,1,Neutral,"Yi Hakuri , Lecturers here are even worse cz they can't even speak good English"
3513,1,Neutral,you look me in the eyes and say sh*t where were u when men were boys
3514,2,Hate,Women r scum LINK
3515,1,Neutral,That may be a better option cus this oga is sounding like a broken record
3517,0,Not Hate,": Biafra: We Will Never Trade Biafra For ""Igbo Presidency"": IPOB Tells Okorocha And Iwuanyanwu, The Vultures In… LINK"
3518,2,Hate,And another CAN chairman was in Maiduguri endorsing a terrorist ticket for presidency. Muslim extremists thrive on christian wickedness and hatred for fellow christians.
3521,2,Hate,Wow are you truly a northerner for saying this?the last time i checked all Hausa fulani are moron's and don't care if a cow rule's them so far it's from North
3522,1,Neutral,All this politicians can lie. Dude is not moved at all. He dey disguise. Can they kill the governor's wife without him taking action?? Ask urself . Stop deceiving us. We are not fools.
3523,2,Hate,"Sebi the girl na fulani abi? Fools, destroy ur own home and people."
3524,1,Neutral,I think you get coconut head she speak in Hausa and he replied in hausa that's all. Shut up
3525,0,Not Hate,: 💪Wadanda suka ci zaben gwamna...🤛👏 LINK
3526,1,Neutral,"If u don't have sense other people has sense, u are a big fool becox u family member or your child has not been killed fool like u"
3527,1,Neutral,Sentence these idiots
3528,0,Not Hate,"ARE YOU IN NEED OF A RICH WEALTHY SUGAR MUMMY/SUGAR DADDY/GAY AND LESBIAN PARTNER ANYWHERE IN NIGERIA,WHATSAPP ME, +2348138108077.."
3530,0,Not Hate,"Wondering exactly what constitutes shaming a child? Here are some examples: . . . Taking what should be a private conversation about behaviour and consequences and making it public by sharing it with friends,… LINK"
3531,1,Neutral,"A senior brother that is confused and without strength, will tell the junior brother that he is the offender. Is time for this so called Ohaneze Ndigbo and their South East governors tell themselves that their mumu don do. , . LINK"
3532,2,Hate,"I laugh in anger!!!!! Your killing them was a retaliation of the uncountable murder your brothers have committed here, Igbo and Yoruba will come to your place do business and go but you guys will come here take your cows destroy our farm rape our women kill our men and move. LINK"
3533,0,Not Hate,So so fk broken...
3534,2,Hate,"If you don't like someone, stay the fuck away from them! Pretentious Yoruba people."
3535,0,Not Hate,": looks and sounds cosmopolitan. But he is a fanatic with extreme prejudice against Muslims, Hausas and Fulanis https…"
3536,2,Hate,it is igbos that brought all those irregularities in Nigeria. Baby factory to drug trafficking. Guns runners.
3537,1,Neutral,"The child who does the parent's bidding no matter what. The toxic parents use the flying monkey child to manipulate others into compliance. sadly, the flying monkey never knows that he or she is being used by the parents for their selfish desires."
3539,0,Not Hate,😭😭😭
3542,1,Neutral,"You no go shut up your stupid mouth, na your sis you go tell me!. Na u suppose rest self."
3546,2,Hate,"When a Northern Muslim commits crime. Southern BIGOTs: Islam is barbaric, Northerners are blood tasty demon even Lugard would be cursed. When a Southern Christian commits crime. Southern BIGOTs: Buhari govt has failed to secure Nig or don't bring religion into this. IDIOTs."
3547,0,Not Hate,2days ya kike
3548,0,Not Hate,"Kaduna people don't have courage to fight their government, if not they wa do something.🤏"
3549,0,Not Hate,not just an ordinary star beta dan walcott nd oxlade...those lame southampton misfits...smhw thyv nt lvd up2 d hype!
3550,0,Not Hate,dats my line thr.. &amp;Ingredients.. 😂😂😂👌👌💯💯💯 . Ur Club yaf fall for gutter o. Sowii mam..
3552,0,Not Hate,"Have you heard about cervical cancer screening? It helps detect changes in your cervix before it becomes a full blown cancer. If you are a woman and you are sexually active, get screened as soon as possible."
3553,2,Hate,The hypocrisy of the north though 😔
3554,0,Not Hate,"I'm Sorry did you say military overpowered the fulani men?? Please how genuine is this info. Military and some youths are at war, and the youths were out tonight? I'm confused, did they now join forces to chase the fulani men? LINK"
3555,0,Not Hate,"Yoruba films,,,,,smh"
3556,0,Not Hate,Nigerian Fake Pastors Got Exposed By A Truth-Telling African Man LINK via
3557,1,Neutral,"For the girl to have confirmed that he blackmailed her says it all. Until he gets to court. He will explain the judge how video he recorded got out of his phone to public, even after using it to blackmail the poor girl. Useless man."
3559,2,Hate,Ladies be talking abt inner beauty...........bitch pls show me xray proof or fuck off
3560,0,Not Hate,"Lol, you must hate Lagos so much. He isn’t even a Lagosian but your hatred must be exhibited"
3561,1,Neutral,crazy dude..ki loh shele
3562,2,Hate,"These niccas are like a system with 500gig, 128Mb ram and 0.01Ghertz processor. Ya'll on some chameleon swagg bitches"
3563,0,Not Hate,I talk am say this last minute followers go block road for us o😭😭
3564,1,Neutral,"Roll up ur prblms,Lick ur solutions,burn ur past,inhale d gud shit nd exhale d bull shit. Mrnin ol!!!"
3565,2,Hate,Bitches be playing niggas like video games
3566,2,Hate,Igbo lesbians eat bushy pussy and then use toothpick after because their's is also bushy.
3567,1,Neutral,"and one stupid old fool, would open his mouth waw and say their fighting against insurances LINK"
3568,2,Hate,A weak man can't shag a weed woman ❤️🩹
3570,1,Neutral,I wonder if femi falana is a real SAN.. the man is do daft
3571,0,Not Hate,My dearrrrrrrrrrrrrrrrrrr *sigh*
3572,1,Neutral,That's why you have to fuck with cats that take Marijuana. the high won't let them go low to listen to any Mrs Joanna who feels she's a tiger. 🤕
3573,1,Neutral,"yes! My bf is a Muslim , fuck up leleyi ooo"
3574,2,Hate,"So Buhari is fighting corruption? What of the many others in his Executive arm? Again you're an Aboki and as a Muslim you're daft from get go, you will never see right!"
3575,1,Neutral,South Eastern governors and leaders might be the most useless things since the first slice of sliced bread.
3577,1,Neutral,From what you just wrote you have fucked up. You can't say an Hausa. The H there is not silent. Just STFU 💀
3578,1,Neutral,ur obviously ignorant of d facts history holds. Do u even knw what a genocide is?? Can u even read?? Faggot.
3579,0,Not Hate,Came in like Yo! Excuse me
3581,1,Neutral,Not easy especially when you have a stubborn and jobless girlfriend that will video call at intervals.
3583,1,Neutral,Argentina Model Says Lionel Messi is like a 'Dead Body' in Bed: Oh no! She didn't just spill that :) In an ex... LINK
3584,0,Not Hate,Why are you men like this😭😭🤣🤣😂😂😂
3585,0,Not Hate,"Narrated Anas bin Malik: Allah's Messenger (ﷺ) said, ""There is none amongst the Muslims who plants a tree or sows seeds, and then a bird, or a person or an animal eats from it, but is regarded as a charitable gift for him."" Sahih al-Bukhari 2320 In-book : Book 41,"
3587,1,Neutral,"Definitely, PMB is doing it indeed. 40% of PMB's cabinet are indeed youths, and 30% are women right?? Moron. PMB is taking Jobs from our youths, you're there talking like a fool that you are. If you truly loves Buhari, go and start packing his Luggage for him. DAURA IS CALLING!!!"
3589,2,Hate,Just lost my appetite...... How cruelsome can hausa muslims get????? God this is really disgusting
3592,1,Neutral,These herdsmen get coconut head
3595,1,Neutral,Clown in a circus 🎪
3598,1,Neutral,"@ Stay loyal. Stay faithful. Stay true. Simple shit ."""
3599,2,Hate,A boyfriend and girlfriend are supposed to laugh at these hoes together. A guy should never have these hoes laughing at his girl.
3600,1,Neutral,What a stupid audacity
3601,0,Not Hate,"Yoruba actress, Tonia Okoro says she stripped before actors to prove her bum is natural: Yoruba actress, Ton... LINK"
3602,0,Not Hate,: Igbo men are Handsome Igbo women are Beautiful Igbo people are Industrious Igbo people are Pacesetters Igbo people are…
3604,0,Not Hate,"God, Homelander is so intrusive.😂😂"
3605,0,Not Hate,"You do not have to be a tyrant to assert yourself. When Buhari made statements in BBC Hausa about dipping dog and baboon in blood before the 2011 General Elections, GEJ should have arrested and had him prosecuted for sedition. There were several examples."
3608,1,Neutral,Stage ur own kidnap just to travel for dick Girl now are just stupid
3609,0,Not Hate,"Why did Yoruba stand against the Igbos in the fight against subjugation by the fulani cattle herdsmen? The sequence will certainly follow through, when they finish with one part, they will move to another until their stupid vision to take over all the land in Nig is achieved."
3610,2,Hate,"Make he ask ""the source"" news paper na, Hausa people always acting dumb, illiteracy is at its peak with them"
3611,0,Not Hate,"Oil companies are the most essential rn sef. Without them, all others won’t function"
3614,0,Not Hate,35k LINK
3615,2,Hate,": While you are protesting against Xenophobia, Fulani Herdmen are on rampage killing their fellow Nigerians... I hail the…"
3617,0,Not Hate,They is ghetto 4 true thugs
3619,2,Hate,"Ass licker, i am waiting for you. I am Tiv and we eat rats while you igbo/biafraud/fake jews and you eat dogs. Let's see how we will end it. Whoever told you the Tivs eat rats would have also told you that we don't take shit from ass licking imbeciles like you."
3620,0,Not Hate,Look at this broke ass single pringle.
3621,1,Neutral,"u didn’t ask, homo lol"
3622,0,Not Hate,": ,Massacre of unarmed by Nigerian military, Amnesty Intl releases report LINK #…"
3623,2,Hate,See this one again.....i pray for you to help ur husband and argue straight..... From Gay shit u turned to economy! GERARAHIA MY FREN
3624,0,Not Hate,": Until now, the Nigeria military hasn't done anything about this clip that shows Miyetti Allah Killer Fulani Herdsmen With…"
3626,2,Hate,"The greatest evil to black man is black man. Warri, Delta State Anakani Godswill Odatuwa ©2017"
3627,0,Not Hate,"Dem b lyk fanta"": Cc abeg"": These somalian chics are scattering my TL at the moment LINK"
3628,0,Not Hate,"Yoruba Muslims are the best in the whole wide world tbh, nothing like extremist and religion bigots only God can judge LINK"
3629,2,Hate,Senseless Islamic hypocrite.. calling themselves northern leaders .. mtchew
3630,2,Hate,"These hausa elites are wicked and self centered,you keep brainwashing your people while you all send your children to foreign countries where they learn alot of things apart from your arabic teachings. I wonder y their youths are so gullible."
3631,1,Neutral,""": =)) "": Oteh is mumu in yoruba ""Auunty: Oteh "": What is waist in hausa?""""""""Wusia."
3632,0,Not Hate,Ye!
3633,2,Hate,"Lol : No, buh RETARD day"": Is today STUPID QUESTION DAY???????? : babe are you a lesbian?"""""""
3634,1,Neutral,The only Adeleke living that has class is Deji Adeleke. The rest are urchins(uncivilised) even though they have money they are ragamuffins.
3635,1,Neutral,Obama is fucking overrated
3636,0,Not Hate,"They should go and kill those that killed them or distroyed their farm product, instead of killing innocent Fulani and burning their houses"
3637,2,Hate,A̶̲̥̅♏ a christian avin more fun dan a muslim! Evrytin anytin is goin on *shit
3638,0,Not Hate,"Join APC through ‘the front door’, Gov Abiodun tells Ogun politicians LINK"
3639,0,Not Hate,"Benue, Kogi, Taraba, Delta, Edo, Ondo, Plateau, Rivers, Enugu....Are these herdsmen GHOSTS or is it just total complacency on d part of FG?"
3640,0,Not Hate,&amp; will gladly save your money for you in peace with interests.
3641,1,Neutral,"U talk about condom only, that's the length u must have gone on immortality, at least I represent my root and they are proud of me, you are a dullard, a slave to Fulani grand master, how did they initiate u? Sodomy? Slut u are Bird of no nest, charlatan! Disgrace to the industry"
3643,0,Not Hate,: For an Igbo man to lock his shop and protest. Water don pass Garri.
3645,1,Neutral,: There are four major ethnic groups in Nigeria 🇳🇬 : 1- Hausa/Fulani 2- Yoruba’s 3- Pig’s 4- Igbo’s
3647,0,Not Hate,"The commander General himself. Tomorrow Tinubu and Osinbanjo, who kept quiet when their people were being slaughtered will be making mouth that they are the true leaders of Yorubas. Now is the time to show leadership, they are playing political correctness. Shm."
3648,0,Not Hate,: Growing up in a Muslim household I wasn't even allowed to kill a cockroach because it's a sin and you're telling me that Is…
3651,2,Hate,Damn Nigerians are so dumb. So how how is this a problem. BBP the agency who has this responsibility already gave clearance to the company. Secondly well maybe since you have the company with the track record you all could have submitted a proposal. One thing I know is this is
3652,2,Hate,Never call women bitches. Bitches are dogs and dogs are loyal LINK
3654,0,Not Hate,"Neither do i, i said generation ""IGBO"" and u too stop bn a racist"
3658,0,Not Hate,: * Referred to Southern Nigerian women as “whores” * Admitted paying killer herdsmen * Makes his critics disappear * Accus…
3664,0,Not Hate,Lmaoo
3665,0,Not Hate,Stay single until you find something Real.
3666,1,Neutral,: This is the height of hypocrisy &amp; cluelessness.Quick @ condemning terror assaults abroad but mute in attacks in S/KD &amp;…
3668,0,Not Hate,Eksu Student : Been a Fashionista doesn’t make me a whore – Funmilayo Grace Retweet if you agree. Buhari Marriage 2nd June Boko Haram Igbos Fulani South East Samklef Money Laycon LINK
3669,1,Neutral,You’re dumb brother!!! Your boss Gbaja 😂 😂😂 you done forget say we go the same university???
3670,0,Not Hate,: Wasu ma a gidan su sai ayi sati ko “okay” ba a fada ba! Amma sun zo twitter ba su hausa😅😆
3672,1,Neutral,Religion is a virus indeed...
3673,0,Not Hate,"It’s sad when people you know become people you knew &amp; how you used to be able to talk to them, and now you can barely look at them."
3675,0,Not Hate,The fact of God is necessary for the fact of man. Think God away and man has no ground of existence
3677,0,Not Hate,": Meet Coronavirus, a skilled Hausa traditional boxer. His real Name is Abdullahi Ali A.K.A Autan Dan Ali. He was named…"
3678,2,Hate,:( the hoes are winning :'( “: Wayward girls get married earlier.”
3679,2,Hate,"No. Stay there and depend on government for everything. Very lazy people. Banks, media houses, most companies and other private things are own by southerners. You all think dominance in government can develop your region. Lazy begging mentality!"
3680,2,Hate,Does that gives you biafra? Senseless Biafools.
3681,2,Hate,"Them dey claim feminist and I know them reach house. Simple point dem no fit make, them just dey argue bcos dem be female and the female must be right no matter what. Na their definition of feminism be dat. Olodo girls"
3683,1,Neutral,Why's iheanacho on set pieces when he's meant to be in the fvcking box
3685,1,Neutral,"A word to the wise ain't necessary - it's the stupid ones that need the advice."""
3686,1,Neutral,"Liar! Am not a Buharist, and also not foolish. Google and find out the places where insurgency/banditry are taking place, see if the victims are Christians. All you do is to spread hatred between us, you will not succeed. May God expose your identity to our Christian brothers."
3687,0,Not Hate,Kut aikau ruwa kike wlh
3690,1,Neutral,Because women are succumb...fs..why won't of you lie to your partner..😭😭💔💔 LINK
3692,1,Neutral,"Absolute idiot. Did you bother to read why he demolished it? Did he act based on Christian rules? Wasn’t it because of them flouting the NATIONAL rule? This Asha was demolished based on Sharia law. It’s not your fault. It is Nigeria’s fault, having two constitutions"
3693,2,Hate,A lot of Southerners are educated fools and idiots. LINK
3694,1,Neutral,which idiot will enjoy tweet 4m an insane human being.He will rot in hell 4 blasphemy nd hating so much on nigria.
3695,1,Neutral,: Imagine Lazy girl without Bsc and Msc begging for a guy with Masters in Dickery.. 👇 👇 LINK
3696,1,Neutral,Chelshit.
3697,0,Not Hate,: so sexy LINK
3699,0,Not Hate,Mehn I agree with u in every aspect bro... women should be seeing more than those.. Brezz sha... LINK
3701,0,Not Hate,I screamed!!!!!!
3703,0,Not Hate,: Kevin Hart said as a straight man he would not want his son to be gay and if his son played with a dollhouse he would bre…
3704,1,Neutral,"The real Yoruba demons,mekaa ooo"
3705,1,Neutral,Lemme see how patient you'll be. Can you believe in someone's dream like that. Lost everything for one nonsense man. Me I can't do that to a woman. There's nothing better than a woman that believes in your dreams and helps you achieve all your goals. That guy is a selfish prick
3706,2,Hate,"Islamic extremist here, and he is going to fly planes, he will crash it one day LINK LINK"
3707,0,Not Hate,Feb 25ft
3708,2,Hate,Lol you this these northerners are stupid? They will definitely collect whatever he bring but the north will not vote a Yoruba man whatever what it is .. lol
3709,2,Hate,Very big fool.. I've lost my regard for the feminist coalition by this singular reason.. A woman will always be under a man. Nothing can change that.
3710,1,Neutral,"Lool ode u jrh!"": :O u mean u? Blaster queen"": Lool ikr rme*pupu grl"": lmao!!!U r soo Dramatic!!"""""""
3711,0,Not Hate,True
3712,1,Neutral,Your sugar daddy no get money?? 😂😂😂😂😂 Nonsense
3713,0,Not Hate,": If you noticed my silence, I’ve been in Twitter jail. Somebody called me a greedy bitch for asking Christians to send me money…"
3714,1,Neutral,This Dave Umahi is a local fool......Fulani servant........efulefu LINK
3715,2,Hate,"na only God go save us from all this girls hand, they are all blood suckers(bed bug)"
3716,1,Neutral,This guy use aboniki fuck me 😒 LINK
3717,0,Not Hate,"I think this stereotypes flowed down from the travails of the civil war, in a period when leaders from all regions sought to demonize other regions, to their people. Same applies to the way Hausas use Nyamiri and Beereebe. Racism and hate are built on such foundations."
3718,1,Neutral,Mtswww stupid
3720,1,Neutral,"NGOS &amp; Journalist are used to push propaganda and destroy nations, NGOs are pushing abortion, Gays rights journalists push false social policies to cripple other non western nations"
3721,0,Not Hate,"NPFL: Crunchy Southern, Northern Derbies as League enters Week 3 - LINK via"
3722,2,Hate,"The problem is not even Northerner, the problem is the Northern Muslims who prioritize religion before humanity. This politics is just a game, and it's so sad that the northern cabals play smarter than the western cabals and the rest. But we know only can help Us all."
3725,0,Not Hate,MaestroNews: Hausas And Fulanis In Enugu Taking Refuge In Army Barracks - Ekweremmadu LINK LINK
3726,2,Hate,Who killed ur people during Endsars? Mention location please? ESN are killing Northerners in the east? You're not ashamed of this lie?🤣. U've been massacring Igbos in ur region and burning their properties every now and then since 1945. Should we count if it's not uncountable.
3728,0,Not Hate,"Just be yourself, life it too short to be someone else"
3730,0,Not Hate,Black people are powerful 🙌 👏
3732,1,Neutral,Ola&amp;Chris r no longer in &amp; these Borites get a chance to show themselves&amp; exhibit total stupidity..MUMU people.
3734,1,Neutral,are yhu from vampire planet? Dis ur avi look so devilish man. Lol
3735,1,Neutral,"Who is a liar between these people and OBJ? for daring to call a 90year Yoruba man, a liar. You are big foolish opportunist. Feb. 16 is around."
3736,2,Hate,"Nigerian feminist are one of the most bitter souls on earth, barbaric, empty, sadist, lonely and most unfortunate being. More dangerous than the Buhari government"
3738,2,Hate,This can't be true... Enugu pple whr are does foolish senseless ignorant Igbo gangs we got job for u here... LINK
3739,2,Hate,Muslim waooo. Surprise surprise. Why not tell your Boko Haram Muslim brothers to do what you do best. Terrorist. Christianity is not Islam. There's sanity here.
3741,0,Not Hate,Idan nazama (mr) akwai babbar bariki wallahi Mijina zai Zama Dan gatan duniya In masa wanka naimasa aski nasa masa Kaya ho ho ho wani abun baifaduwa Sai ya dawo Yana ah ah sinina kece hurul ein na duniya Wayyo🤦😍😍😍💃
3742,0,Not Hate,: I love how the Nigerian northern style is drifting into comfort-wear. The boubous and the Kaftans. I stopped wearing fitted cl…
3743,2,Hate,How wil d northerners av d hope of ruling 4evr?Who are they?Barbaric n Archaic species of human breeds.They shud knw al nigerians ar nt cow
3744,1,Neutral,“: CU babes... ” Bu babes ho*s
3746,0,Not Hate,You dey quote scripture now . Praise the lord
3747,2,Hate,"Buhari won't eat for days, cos he lost appetite knowing his terrorist fulani brothers have been fucked really badly. LINK"
3749,1,Neutral,"No wonder u have a bent face...is it all the Yoruba's that have received as u have received, brother u r as useless as ur father is in this generation, go n hide ur face in sha1me."
3750,0,Not Hate,people still eat sardine?
